spCN,sp,tag,gx,gy,dbh,height
É½·¯,SYMSUM,T10100125,198.5,190.8,3.4,3.33
Ïã¹ð,CINSUB,T18170006,346,324,2.4,3.45
Ï¸Ö¦èÚ,EURLOQ,T16100096,314.3,180.5,2.4,3.05
»Æµ¤Ä¾½ª×Ó,LITELO,T16120165,310.5,237.3,2.1,3.59
Ï¸Ö¦èÚ,EURLOQ,T20020013,395,34.4,2.3,4
Ã«»¨Á¬Èï²è,CAMFRA,T24110092,469.2,207,2.1,4
Ã«ÂöéÊ,ACEPUB,T07140123,128.6,271,3.9,4.6
Ï¸Ö¦èÚ,EURLOQ,T15100049,283.3,192.5,4.2,3.67
¸ñÒ©èÚ,EURMUR,T04100266,67,193,3.8,4.67
Ï¸Ö¦èÚ,EURLOQ,T10110207,186.5,216,1.9,2.05
Ã«»¨Á¬Èï²è,CAMFRA,T12050166,226.5,83,7.3,11.5
Ã«ÂöéÊ,ACEPUB,T05030137,91.2,55.8,9.6,7
»Æµ¤Ä¾½ª×Ó,LITELO,T06040172,113.1,79.9,3.9,5.3
ÂíÒø»¨,RHOOVA,T07040136,128.4,62.2,2.4,2.96
»Æµ¤Ä¾½ª×Ó,LITELO,T23080266,454.7,156.2,3.8,4.3
Ï¸Ö¦èÚ,EURLOQ,T12070199,233,135.1,1.5,2.55
Ï¸Ö¦èÚ,EURLOQ,T10050240,180.2,80.6,3.1,4.88
Ï¸Ö¦èÚ,EURLOQ,T10120172,183.5,235.6,4,3.53
Ï¸Ö¦èÚ,EURLOQ,T23010109,446,12.2,2.9,3.75
»Æµ¤Ä¾½ª×Ó,LITELO,T14030180,280,47.3,3,4.56
Ï¸Ö¦èÚ,EURLOQ,T11140165,210,269.2,2.9,3.45
Ï¸Ö¦èÚ,EURLOQ,T17140005,325.5,271,1.3,2.25
ºì¶¾Üî,ILLLAN,T05010046,87,14.6,3.8,3.97
À×¹«¶ì¶úèÀ,CARVIM,T23080212,452,149,7.2,19
Ï¸Ö¦èÚ,EURLOQ,T14110094,272.9,209.4,3.1,3.91
À×¹«¶ì¶úèÀ,CARVIM,T14200353,265.3,399,20.6,15.4
Ï¸Ö¦èÚ,EURLOQ,T02070048,25.6,124.8,3,3.5
Ï¸Ö¦èÚ,EURLOQ,T02080083,20.4,151.5,3.5,4.96
Ï¸Ö¦èÚ,EURLOQ,T14140086,272,267.4,4,4.1
Ð¡Ò¶Çà¸Ô,CYCMYR,T12190065,236.7,376,6.2,3.45
Ã«»¨Á¬Èï²è,CAMFRA,T19150119,374.8,298,2.7,2.9
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01080087,7,150.5,10.8,39
¸Û¿Â,LITHAR,T16180149,315.7,343.9,24.4,16.5
»Æµ¤Ä¾½ª×Ó,LITELO,T03040376,58.8,74.8,2.3,2.14
¸Û¿Â,LITHAR,T25110052,492,219,25.9,28.4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T12090099,233.8,167,4.7,3.85
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T12030171,234,40.5,11.3,5.5
ºì¶¾Üî,ILLLAN,T05140100,86.5,279,3.2,3.42
ÀÏÑ»ºý,CALGIR,T22130113,427.3,248.7,3.2,3.8
Ï¸Ö¦èÚ,EURLOQ,T09100132,167,184.2,3.7,3.7
éßÄ¾,SASTZU,T18170209,346,339.8,28.8,23.3
ÂíÒø»¨,RHOOVA,T11020326,218,28,1.8,2.45
»Æµ¤Ä¾½ª×Ó,LITELO,T23140141,454,270.3,7.1,3.45
Ï¸Ö¦èÚ,EURLOQ,T03100328,53.9,196.2,3,3.8
Ï¸Ö¦èÚ,EURLOQ,T13110169,252,212.8,3.4,4.13
É½·¯,SYMSUM,T08180084,142.2,353.2,2,2.5
ºìéª,MACTHU,T14100050,275,198.2,11.5,7
Ã«»¨Á¬Èï²è,CAMFRA,T11170157,212,338,1.8,2.4
ÏÙÒ¶¹ðÓ£,LAUPHA,T02200277,39.8,399.8,8.5,5.2
Ï¸Ö¦èÚ,EURLOQ,T25070356,495.5,125,3.1,3.45
Ä¾ºÉ,SCHSUP,T07190226,135,362.9,13.4,17.1
±¡Ò¶É½·¯,SYMANO,T03100350,52,198.5,8.4,4.25
»Æµ¤Ä¾½ª×Ó,LITELO,T05040120,86,68,1.4,1.86
ºìéª,MACTHU,T23040005,442.5,79,4.6,2.4
Ï¸Ö¦èÚ,EURLOQ,T21080165,407.5,148,4.2,4.8
Ï¸Ö¦èÚ,EURLOQ,T0705B0576,131.2,96.3,1.6,2.42
Ï¸Ö¦èÚ,EURLOQ,T20100071,398.2,194,3.2,3.25
»Æµ¤Ä¾½ª×Ó,LITELO,T06020087,108.7,31.7,2.8,2.68
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T21030042,401.8,43.8,7.4,6
»Æµ¤Ä¾½ª×Ó,LITELO,T25030288,494.9,54,3,2.65
Ï¸Ö¦èÚ,EURLOQ,T03040232,52.5,62.2,3.3,4.11
ºìµ­±È,CLEJAP,T10030050,180.4,57,16.9,15.9
Ï¸Ö¦èÚ,EURLOQ,T02070096,22.5,137,1.8,2.75
Ã«»¨Á¬Èï²è,CAMFRA,T18060029,357.2,111.2,1.5,2.42
Ï¸Ö¦èÚ,EURLOQ,T19030004,374,55.1,3.1,3.45
Ï¸Ö¦èÚ,EURLOQ,T18150014,343.5,295.5,1.8,2.78
±¡Ò¶Èóéª,MACLEP,T04010085,75.3,18.1,15.3,29.8
É½·¯,SYMSUM,T1113B02292,217,250.1,4.6,4.55
Ã«»¨Á¬Èï²è,CAMFRA,T07040082,134,74.8,1.5,3.21
ºìµ­±È,CLEJAP,T1312B0302,240.5,230.6,4.5,4.97
É½²è,CAMJAP,T21140152,414,265.5,2.9,3.1
èàÊ÷,CASFAR,T14010108,267.2,19.8,50,21.5
ÂíÒø»¨,RHOOVA,T02180153,32.2,357.7,3.5,2.73
Ò°ÆáÊ÷,TOXSUC,T07070060,126.5,123.6,6.1,6
Ï¸Ö¦èÚ,EURLOQ,T21090341,410.1,161,3.5,3.4
¸ñÒ©èÚ,EURMUR,T10150141,186.3,288.5,2.2,3.05
»Æµ¤Ä¾½ª×Ó,LITELO,T05030088,86.2,54,4.1,5.2
Ï¸Ö¦èÚ,EURLOQ,T13100125,246.2,196.8,2.4,3.18
²ÚÒ¶Ê÷,APHASP,T25180047,484,351.1,21.2,17.2
³àéª,SYZBUX,T01200047,4.5,384,2.2,2.75
Ï¸Ö¦èÚ,EURLOQ,T11070047,202.4,135.3,3.9,4
ºìÂöµöÕÁ,LINRUB,T01090194,13.8,165.2,4.7,5.5
Ï¸Ö¦èÚ,EURLOQ,T06040258,112.7,67.5,2.1,3.15
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T01200066,6.6,386.8,3.1,3.45
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22070210,432,125,2.4,4.05
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T01040137,5.2,73,3.4,4.86
Ï¸Ö¦èÚ,EURLOQ,T24030029,471.5,44.7,2.9,4.15
Ä¾Ï¬,OSMFRA,T23120075,451.5,235.8,3.1,3.85
»Æµ¤Ä¾½ª×Ó,LITELO,T24080099,468,152.4,3.5,3
Ï¸Ö¦èÚ,EURLOQ,T24040284,474.7,77,4.8,3.92
Ï¸Ö¦èÚ,EURLOQ,T08080143,156.2,151.7,2,3.35
Ã«»¨Á¬Èï²è,CAMFRA,T16140039,317.9,278.9,1.4,1.75
Ï¸Ö¦èÚ,EURLOQ,T06120174,108.9,238,3.3,3.5
»Æµ¤Ä¾½ª×Ó,LITELO,T02060198,37.5,120,4.8,4.39
Ä¾ºÉ,SCHSUP,T07180185,126.5,350.5,16.5,6
Ï¸Ö¦èÚ,EURLOQ,T21010097,407.5,17.2,2,2.2
»Æµ¤Ä¾½ª×Ó,LITELO,T14050066,277.6,93.1,3.1,3.38
Ï¸Ö¦èÚ,EURLOQ,T24030347,461.1,57.4,3,3.02
»Æµ¤Ä¾½ª×Ó,LITELO,T06040210,114.5,75.6,5.6,2.55
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T19030174,370.3,59.5,1.4,1.84
Ï¸Ö¦èÚ,EURLOQ,T18030216,357.5,49,3.1,3.66
ºì¶¾Üî,ILLLAN,T05100205,85,187.9,2.7,2.5
ºìµ­±È,CLEJAP,T14200420,278,397.4,12.9,6
±¡Ò¶É½·¯,SYMANO,T06190182,109.9,373.9,1.8,3.05
Õ­»ùºìºÖèÚ,EURRUB,T15150234,284.7,280.3,1.5,2.3
»Æµ¤Ä¾½ª×Ó,LITELO,T19090125,374.8,169,5.1,5
ÂíÒø»¨,RHOOVA,T05200027,99.2,393.8,3.5,2.6
Ï¸Ö¦èÚ,EURLOQ,T03080026,40.2,144.5,1.9,2.54
Ï¸Ö¦èÚ,EURLOQ,T18070179,353.2,132.5,5.5,5.3
Ï¸Ö¦èÚ,EURLOQ,T01140234,6.5,269,1.8,2.7
ÔÆÉ½Çà¸Ô,CYCSES,T21070356,416.5,137.5,4.8,3.56
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07020105,121.8,40,1.8,2.92
Ï¸Ö¦èÚ,EURLOQ,T14080001,260.7,143,2.9,3.65
Ã«»¨Á¬Èï²è,CAMFRA,T19090155,367.8,179,3.4,2.7
¶Å¾é,RHOSIM,T01190123,1.3,369,3.2,2.38
Çà¸Ô,CYCGLA,T09200367,173.2,391,7.7,5
Ã«»¨Á¬Èï²è,CAMFRA,T21070252,412,122.8,3.3,4.55
±¡Ò¶É½·¯,SYMANO,T08120243,152.7,238,3.2,3.19
Ï¸Ö¦èÚ,EURLOQ,T18010024,358.5,9.5,1.8,2.4
»ÆÌ´,DALHUP,T22160067,425.1,313.8,24.4,11.8
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02060075,29.1,104.9,9.7,10.9
Ï¸Ö¦èÚ,EURLOQ,T09060148,170.4,106,4.5,4
Ã«»¨Á¬Èï²è,CAMFRA,T23100227,450.7,195.8,2.9,4.75
Ï¸Ö¦èÚ,EURLOQ,T24020113,465.2,21.8,4,5.2
Ï¸Ö¦èÚ,EURLOQ,T11110265,217.2,205,5.6,5
»Æµ¤Ä¾½ª×Ó,LITELO,T21130042,409.9,250.5,3.5,3.47
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T12110065,239.8,207,1.3,1.62
Ï¸Ö¦èÚ,EURLOQ,T03040135,40.7,79.4,2.1,2.59
Ä¾ºÉ,SCHSUP,T22110005,435,218.7,14.5,17.2
»Æµ¤Ä¾½ª×Ó,LITELO,T03140183,48.5,271.8,5.9,4.15
Ã«»¨Á¬Èï²è,CAMFRA,T04080007,59.6,144.3,1.3,2.31
»Æµ¤Ä¾½ª×Ó,LITELO,T05110013,81,204.5,14.2,13.7
ºìéª,MACTHU,T03130099,50,257.5,12.8,9.8
Ã×éÆ,CASCAR,T23060155,446.2,113,22.7,19.4
Ã×éÆ,CASCAR,T23020248,441.2,37.1,28.3,21.7
»Æµ¤Ä¾½ª×Ó,LITELO,T19020121,372.5,28,14.2,18.3
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T14200153,273.8,388,2.7,4.36
Ï¸Ö¦èÚ,EURLOQ,T18150104,340,288,1.6,2.65
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03100118,44.2,198,15.1,18.7
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02060013,22.5,103.2,14.6,19
Ï¸Ö¦èÚ,EURLOQ,T10090145,191.6,170.6,5.1,6
Ð¡Ò¶Çà¸Ô,CYCMYR,T13010018,253,15.8,11.7,6.8
Ï¸Ö¦èÚ,EURLOQ,T13130104,241.8,253.1,3.1,3.05
Ï¸Ö¦èÚ,EURLOQ,T03160192,41.3,300.1,3.2,2.85
Ã×éÆ,CASCAR,T22020162,426,28.8,2.4,3.3
ºìéª,MACTHU,T19200182,373,394.5,3.3,3.27
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T11150152,202.3,289.3,11.4,19
»ÆÅ£ÄÌÊ÷,SYMCOC,T20160016,390,301.2,8.7,5.3
Ï¸Ö¦èÚ,EURLOQ,T25070174,491,122.5,3.3,4.35
ºìéª,MACTHU,T12020238,220.3,21.9,3.6,3.71
Ï¸Ö¦èÚ,EURLOQ,T03030270,59.1,53,1.8,2.67
Î÷´¨ÆÓ,CELVAN,T18040083,358.7,73.4,2.6,3.6
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T02020007,22,20.4,6.7,9.1
»Æµ¤Ä¾½ª×Ó,LITELO,T03060115,43.5,113,1.7,2.55
·ãÏãÊ÷,LIQFOR,T18040228,353.9,67.1,8.6,7
Ï¸Ö¦èÚ,EURLOQ,T15110136,293,216.1,4.5,3.76
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22030063,420.2,54.9,1.7,2.23
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03190005,55,362,8.3,3.77
Ï¸Ö¦èÚ,EURLOQ,T25130112,492.5,248.8,1.8,2.5
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T12200048,221,390,3.9,4.3
ËÄÕÕ»¨,CORKOU,T25190007,482.5,367.6,16.1,7
ºìéª,MACTHU,T13010038,250.2,12.7,2.9,3.36
¹âÁÁÉ½·¯,SYMLUC,T22120198,436.4,236.3,2.4,3.45
Ã«»¨Á¬Èï²è,CAMFRA,T20130058,394.5,250.2,2.2,3.4
É½·¯,SYMSUM,T10030066,189.4,56.5,1.3,1.9
Ï¸Ö¦èÚ,EURLOQ,T18040198,348.8,66,3.8,4.61
Ï¸Ö¦èÚ,EURLOQ,T15150225,287.5,281.5,3.6,3.4
¸Û¿Â,LITHAR,T16060049,300.5,115,19.1,37.2
Ï¸Ö¦èÚ,EURLOQ,T02030194,32.7,57.9,3.1,4.7
ºì¶¾Üî,ILLLAN,T19040223,372,70,3.7,3.72
Ï¸Ö¦èÚ,EURLOQ,T16130103,314,259,4.5,3.57
É½·¯,SYMSUM,T02150040,28,281.5,3,3.3
ÄÏËáÔæ,CHOAXI,T23060219,451.3,114.7,25.2,10.9
ÔÆÉ½Çà¸Ô,CYCSES,T08060084,152,105.5,39,8.8
Ï¸Ö¦èÚ,EURLOQ,T14050109,272.5,92.5,3.3,4.05
Ï¸Ö¦èÚ,EURLOQ,T25020045,498.5,22,2.7,2.8
É½·¯,SYMSUM,T21080077,404.2,147.5,2.5,2.27
Ï¸Ö¦èÚ,EURLOQ,T09100011,163.1,184.6,2.2,3.15
Ã«»¨Á¬Èï²è,CAMFRA,T11170122,211.5,330.5,1.5,2.5
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T09060057,167.2,109.6,7.4,15.2
Ð¡Ò¶Çà¸Ô,CYCMYR,T09170291,160.1,323.8,8,1.82
Ï¸Ö¦èÚ,EURLOQ,T02050225,35,86.2,2.2,2.27
Ä¾ºÉ,SCHSUP,T01170351,10.7,333,16.7,13.6
Ï¸Ö¦èÚ,EURLOQ,T12030023,223.2,47.4,1.9,3.55
Ã«»¨Á¬Èï²è,CAMFRA,T24110262,479.8,218,2.2,2.45
»Æµ¤Ä¾½ª×Ó,LITELO,T03080030,41.6,147.8,2.8,3.21
Ä¾ºÉ,SCHSUP,T07190196,128.8,362.2,15.6,7
»Æµ¤Ä¾½ª×Ó,LITELO,T13070004,241.2,123,9.7,4.95
»Æµ¤Ä¾½ª×Ó,LITELO,T16120123,310.5,234,5.3,4.6
ü[»¨,MUSESQ,T18070044,342.5,126.2,1.1,1.8
ºì¶¾Üî,ILLLAN,T02100066,29.9,195,1.4,2.32
Ï¸Ö¦èÚ,EURLOQ,T13050237,259.5,87.6,1.9,3.02
Õ­»ùºìºÖèÚ,EURRUB,T22110052,431.5,203,3.6,3.75
Ã«»¨Á¬Èï²è,CAMFRA,T16020027,303.5,26.4,3.8,4.48
Ï¸Ö¦èÚ,EURLOQ,T15180060,287.5,357,1.9,2.18
»Æµ¤Ä¾½ª×Ó,LITELO,T14070179,261,133.5,12.3,6
Ï¸Ö¦èÚ,EURLOQ,T04200048,62.3,384.5,2,2.78
Ï¸Ö¦èÚ,EURLOQ,T14110053,278.2,201.1,2.5,3.14
Ï¸Ö¦èÚ,EURLOQ,T18040205,350,68,5.5,5.05
»Æµ¤Ä¾½ª×Ó,LITELO,T02020162,30.4,39.5,6.9,8.4
Ï¸Ö¦èÚ,EURLOQ,T22070125,424.3,128.8,3.3,2.9
Ã«»¨Á¬Èï²è,CAMFRA,T24110233,477.5,204.5,3.1,4
»Æµ¤Ä¾½ª×Ó,LITELO,T01050314,15,88,16.7,11.9
±¡Ò¶É½·¯,SYMANO,T15150023,296.9,290,2.2,3
Ã«»¨Á¬Èï²è,CAMFRA,T16070140,312,123.5,1.3,1.83
Ã«»¨Á¬Èï²è,CAMFRA,T13040034,257.4,70.7,2.3,3.81
»Æµ¤Ä¾½ª×Ó,LITELO,T15040184,297.1,66.8,12.8,11.5
ºìéª,MACTHU,T19140071,365,274.5,15.1,11.6
Ï¸Ö¦èÚ,EURLOQ,T11160304,206,307,5.5,2.85
Ï¸Ö¦èÚ,EURLOQ,T08050001,140.4,81,2.3,2.78
Ã«»¨Á¬Èï²è,CAMFRA,T03150206,58.9,286.1,3.9,3.4
Ï¸Ö¦èÚ,EURLOQ,T03080179,53,154.8,1.5,2.04
¸Û¿Â,LITHAR,T03160197,42,303.1,22.3,14.6
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T06060210,114.8,116,14.2,19.4
Ï¸Ö¦èÚ,EURLOQ,T14050300,262.3,92.1,3.1,2.51
¸Û¿Â,LITHAR,T14150113,266.1,291,17.7,14.9
èàÊ÷,CASFAR,T08080177,159,155.6,23.7,7.2
Ï¸Ö¦èÚ,EURLOQ,T20010262,386.5,1.5,3.3,3.65
Ï¸Ö¦èÚ,EURLOQ,T08070221,157.6,123,2.9,3.31
¸Û¿Â,LITHAR,T15200113,295,391,9.1,4.15
Ã«ÂöéÊ,ACEPUB,T04180020,61,345.5,36.8,28.6
Ã«»¨Á¬Èï²è,CAMFRA,T11150188,201,294.7,4.9,3.03
¶Ì¹£¶¬Çà,ILEBUE,T03050347,56.6,86.3,5.1,5.2
Ï¸Ö¦èÚ,EURLOQ,T03090057,52,168.5,1.9,3.02
Ã«»¨Á¬Èï²è,CAMFRA,T20070210,399.2,130.8,1.7,2.2
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01060340,18.7,113.6,13.3,18.2
Ï¸Ö¦èÚ,EURLOQ,T08040047,141.8,73.3,4.5,3.78
Ï¸Ö¦èÚ,EURLOQ,T17110065,329.2,201.4,4.9,3.89
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T05130034,80.8,255.8,1.9,2.73
Ï¸Ö¦èÚ,EURLOQ,T18170164,354.5,329.5,2.5,2.84
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T20090225,393.8,170.9,4.6,4.6
Ã«»¨Á¬Èï²è,CAMFRA,T05010063,88,7,4,4.82
Ã«»¨Á¬Èï²è,CAMFRA,T02090002,21,164.5,2.2,3.35
Ã«»¨Á¬Èï²è,CAMFRA,T05170144,97.5,330.7,1.6,2.02
¹âÒ¶Ê¯éª,PHOGLA,T09050213,161,90.1,7.7,7
ºìéª,MACTHU,T17190059,324,378.8,1.4,1.95
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T21100307,415,187.7,1.7,2.4
±¡Ò¶É½·¯,SYMANO,T24030213,468.3,53.5,4.2,3.5
»ÆÅ£ÄÌÊ÷,SYMCOC,T21180195,401.1,340.1,9.7,7
Ï¸Ö¦èÚ,EURLOQ,T24020007,460,25.8,2.8,2.78
É½·¯,SYMSUM,T16030091,311.2,44.8,1.8,1.71
Ï¸Ö¦èÚ,EURLOQ,T25070012,484,120.8,6.2,2.35
Ã«»¨Á¬Èï²è,CAMFRA,T09200373,172.4,394.5,3.1,3.9
É½·¯,SYMSUM,T08160250,157.4,317.5,3,2.88
Ï¸Ö¦èÚ,EURLOQ,T05120197,88.6,226.2,1.8,2.33
±¡Ò¶É½·¯,SYMANO,T07110123,133.2,202.6,1.7,1.78
¶Ì¹£¶¬Çà,ILEBUE,T25140098,487.5,269,1.2,2.2
ºìéª,MACTHU,T11130204,217.6,252.8,3.4,3.05
Ï¸Ö¦èÚ,EURLOQ,T23060382,458,111,2.1,2.6
Ï¸Ö¦èÚ,EURLOQ,T10050004,195.2,80.5,1.6,1.88
·ãÏãÊ÷,LIQFOR,T25190079,490.1,379.2,51,34.4
Ã«»¨Á¬Èï²è,CAMFRA,T13060200,240.7,107.7,1.9,3.85
Ï¸Ö¦èÚ,EURLOQ,T22070066,422.8,135,2.4,3.4
»Æµ¤Ä¾½ª×Ó,LITELO,T13110029,248.5,200.5,20.1,14.6
ÈüÉ½Ã·,STYCON,T21020218,417.5,29.5,3.1,3.5
Ã«»¨Á¬Èï²è,CAMFRA,T0216B00839,21.4,308.5,2,2.98
¹âÁÁÉ½·¯,SYMLUC,T14060113,265,103.7,5.1,4.46
Ï¸Ö¦èÚ,EURLOQ,T21110075,412,219,3.7,3.28
Çà¸Ô,CYCGLA,T10020103,187.2,26.7,17.1,14.4
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T15140311,295.7,260.7,18.9,18.2
±¡Ò¶É½·¯,SYMANO,T01030093,8,52.8,2.4,3.2
Ï¸Ö¦èÚ,EURLOQ,T20140059,387.5,271,3,3.25
Ã«»¨Á¬Èï²è,CAMFRA,T21090170,405,167.7,1.3,1.5
Ï¸Ö¦èÚ,EURLOQ,T23040043,444.8,62.7,2.4,3.45
Ï¸Ö¦èÚ,EURLOQ,T13050258,257.8,81.4,1.8,2.93
Ïã¹ð,CINSUB,T21030133,414,40.5,8.6,9.8
ºìéª,MACTHU,T10130113,185.3,247.5,9.1,4.8
»Æµ¤Ä¾½ª×Ó,LITELO,T13090089,248.9,169.2,2.2,3.33
Ã«»¨Á¬Èï²è,CAMFRA,T19130019,364.9,256.8,3,3.9
Ï¸Ö¦èÚ,EURLOQ,T01060065,10.2,103.7,2.5,3.9
É½·¯,SYMSUM,T22080110,435,141,1.3,1.3
ÏÙÒ¶¹ðÓ£,LAUPHA,T21180179,406.1,345,6,6
»Æµ¤Ä¾½ª×Ó,LITELO,T22160170,428.5,305,10.7,5.2
ÑîÃ·,MYRRUB,T11010019,204.2,7.8,8.3,4.9
ÀÏÊóÊ¸,SYMSTE,T11110193,211.9,208.5,7.6,6.5
Ï¸Ö¦èÚ,EURLOQ,T23010246,456,13.2,3.8,3.2
¹âÁÁÉ½·¯,SYMLUC,T01180174,7,347.5,2.8,2.93
Ï¸Ö¦èÚ,EURLOQ,T22090230,424.4,179.7,4.1,4
¶Ì¹£¶¬Çà,ILEBUE,T02190005,20.1,378.2,15.9,5.6
ÄÏËáÔæ,CHOAXI,T20030024,397.8,59,32.8,31.4
Ï¸Ö¦èÚ,EURLOQ,T02040129,33,76.2,2.2,3.21
èàÊ÷,CASFAR,T09030167,172.5,59,26.9,18.3
èàÊ÷,CASFAR,T03160134,46.8,317,26.9,5.7
èàÊ÷,CASFAR,T05040007,81.5,62.5,3.8,3.75
Ï¸Ö¦èÚ,EURLOQ,T21140095,419.5,272.5,6.6,5.4
·ãÏãÊ÷,LIQFOR,T18120116,347.8,232.5,56.8,37.2
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03100210,54.7,180,1.6,3.06
Ã«»¨Á¬Èï²è,CAMFRA,T19130093,370,252.5,1.4,1.7
Ï¸Ö¦èÚ,EURLOQ,T20050214,396,97.4,4,3.85
Ï¸Ö¦èÚ,EURLOQ,T06130155,114.7,249.9,4.8,3.85
èàÊ÷,CASFAR,T08050059,147.9,99.9,45.8,20.8
ÂíÒø»¨,RHOOVA,T02190074,23,368,4.8,2.8
Ï¸Ö¦èÚ,EURLOQ,T20080055,385.7,146.5,4.4,4.7
Ï¸Ö¦èÚ,EURLOQ,T23010054,440.5,4,2.8,2.55
Ï¸Ö¦èÚ,EURLOQ,T10150111,183.5,287.1,3.4,3.5
ºìéª,MACTHU,T22080043,435.3,149.8,2.5,3.55
Ï¸Ö¦èÚ,EURLOQ,T02090061,28.9,177.9,3.8,4.05
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T06090335,115.1,162,5,4.63
Ï¸Ö¦èÚ,EURLOQ,T21080405,416.3,159.5,5,4.4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T06130207,117.3,247.9,3.1,4
»Æµ¤Ä¾½ª×Ó,LITELO,T04020099,73.9,26,2.2,3.58
»Æµ¤Ä¾½ª×Ó,LITELO,T09050028,179.8,86.5,1.8,1.79
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T02150266,39.5,299.2,4.3,4.85
Ïã¹ð,CINSUB,T22020363,436.9,36.8,1.3,1.8
Ï¸Ö¦èÚ,EURLOQ,T13130111,240.2,256.1,1.5,2.35
±ªÆ¤ÕÁ,LITCOR,T04070061,60.5,125.5,2.6,3.6
À×¹«¶ì¶úèÀ,CARVIM,T17010116,335.4,15.2,8.4,3.86
ºìµ­±È,CLEJAP,T1213B1453,225,255,14.4,9.1
Ï¸Ö¦èÚ,EURLOQ,T12100055,222.3,182.2,3.1,4.83
Ã×éÆ,CASCAR,T0705B0721,137.5,82.7,24.1,30.4
Ã«»¨Á¬Èï²è,CAMFRA,T23050246,450.2,83.3,1.9,2.15
Ï¸Ö¦èÚ,EURLOQ,T17160192,336,310.5,2.7,2.75
Ï¸Ö¦èÚ,EURLOQ,T20010085,392.2,1.3,1.4,1.85
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T0705B0715,136.1,85,2.2,3.44
Ï¸Ö¦èÚ,EURLOQ,T06040344,118.5,78.9,3.9,4.15
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T24030028,466.5,44.8,7.5,5.5
Ï¸Ö¦èÚ,EURLOQ,T09040201,175,73.7,2.2,3.1
Ï¸Ö¦èÚ,EURLOQ,T20090134,385.1,169.2,2.3,2.5
¹âÁÁÉ½·¯,SYMLUC,T02140195,36,260.8,6,2.65
Ï¸Ö¦èÚ,EURLOQ,T18120173,347.5,227,2.8,3.3
ÂíÒø»¨,RHOOVA,T11200153,207.3,388.8,3.1,2.65
»Æµ¤Ä¾½ª×Ó,LITELO,T19030120,369,49.8,3.6,4.5
Ã«»¨Á¬Èï²è,CAMFRA,T1312B0344,242.5,225,1.9,2.7
Ï¸Ö¦èÚ,EURLOQ,T18160074,341.5,310.8,2.2,2.7
Ï¸Ö¦èÚ,EURLOQ,T12080019,220.8,145.6,3.6,3.1
Ï¸Ö¦èÚ,EURLOQ,T12060293,232.5,119.6,2.4,2.64
èàÊ÷,CASFAR,T08090209,159.5,166.6,38.3,23
Ï¸Ö¦èÚ,EURLOQ,T02060261,38.8,110,2.3,3.33
Ï¸Ö¦èÚ,EURLOQ,T08050032,140.1,91,6.5,4.85
Ï¸Ö¦èÚ,EURLOQ,T16080147,315.2,142,4.1,3.13
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T09020102,168.2,21.8,1.9,2.98
ÏÙÒ¶¹ðÓ£,LAUPHA,T15040044,284,79.6,1.8,2.31
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T24030195,462.3,52.5,2.2,3.85
»Æµ¤Ä¾½ª×Ó,LITELO,T05050005,84,84.5,3.5,3.42
Õ­»ùºìºÖèÚ,EURRUB,T06080120,112.2,148.8,1.5,2.14
